congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,House,22301,6,1,VT,100,,,"BALINT, Becca",B001318,1968.0,,-0.453,-0.474,-37.09232,0.96627,1081,11,,-0.459,-0.477
118,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966.0,,-0.451,0.507,-37.8796,0.92472,484,18,,-0.499,0.647
118,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.448,0.02,-131.57307,0.886,1087,61,,0.507,0.19
118,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,,-0.308,-0.045,-78.83461,0.92813,1057,32,,-0.35,-0.207
118,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.514,-0.348,-245.76768,0.7857,1019,111,,0.448,-0.272
118,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.39,-0.101,-74.98573,0.9325,1073,31,,-0.409,-0.217
118,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.715,-0.208,-83.52747,0.92662,1096,31,,0.708,-0.241
118,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979.0,,-0.197,0.31,-108.56138,0.90512,1089,34,,-0.259,0.268
118,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968.0,,-0.384,0.302,-42.1588,0.95473,910,14,,-0.419,0.178
118,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965.0,,0.8,-0.6,-79.03776,0.92905,1074,34,,0.772,-0.636
118,House,22335,40,2,VA,200,,,"KIGGANS, Jennifer",K000399,1971.0,,0.259,0.435,-105.02316,0.90701,1076,34,,0.259,0.435
118,House,22374,40,4,VA,100,,,"MCCLELLAN, Jennifer",M001227,1972.0,,-0.549,0.034,-38.21689,0.96109,963,16,,-0.55,0.03
118,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.45,-0.003,-75.93652,0.93306,1096,37,,-0.399,-0.33
118,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.165,-82.10258,0.92451,1046,32,,-0.321,-0.147
118,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969.0,,0.436,0.098,-127.59749,0.88578,1052,55,,0.565,0.288
118,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974.0,,-0.316,0.007,-44.59763,0.95984,1088,11,,-0.393,0.224
118,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.318,0.328,-100.51754,0.90879,1051,42,,0.308,0.359
118,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.628,-0.542,-44.0585,0.95921,1058,25,,-0.464,-0.781
118,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.284,0.424,-90.81361,0.91985,1087,36,,-0.259,0.376
118,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.454,0.392,-44.84741,0.95929,1079,17,,-0.466,0.395
118,House,22358,73,3,WA,100,,,"PEREZ, Marie Gluesenkamp",G000600,1988.0,,-0.083,0.289,-299.89434,0.75812,1083,108,,-0.083,0.289
118,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.29,-0.163,-58.03149,0.94778,1082,21,,-0.496,0.097
118,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962.0,,-0.292,-0.201,-46.63012,0.95823,1093,18,,-0.361,-0.139
118,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971.0,,0.568,-0.24,-77.04335,0.92535,993,27,,0.649,-0.301
118,House,21946,56,1,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.524,0.113,-111.09807,0.90216,1079,51,,0.616,0.154
118,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.521,-0.272,-57.90441,0.94549,1033,23,,-0.429,-0.46
118,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.526,-0.559,-38.28852,0.96419,1050,16,,-0.453,-0.588
118,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.597,-0.204,-159.4653,0.86285,1081,81,,0.633,-0.009
118,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984.0,,0.437,0.033,-108.11404,0.8701,777,41,,0.508,0.193
118,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.417,0.063,-118.8725,0.89686,1092,46,,0.44,0.138
118,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.641,-0.245,-94.42222,0.91665,1085,36,,0.667,-0.274
118,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.6,0.083,-101.38657,0.91141,1093,49,,0.591,-0.004
118,House,22370,25,3,WI,200,,,"VAN ORDEN, Derrick",V000135,1969.0,,0.375,-0.026,-191.54993,0.83567,1067,85,,0.375,-0.026
118,House,22383,25,8,WI,200,,,"WIED, Tony",W000829,,,0.358,-0.497,-4.5758,0.85403,29,3,,0.36,-0.503
118,House,22325,68,1,WY,200,,,"HAGEMAN, Harriet",H001096,1962.0,,0.662,-0.366,-92.73105,0.9175,1077,42,,0.662,-0.366
118,Senate,42102,41,0,AL,200,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954.0,,0.936,-0.352,-49.48265,0.91942,589,21,,0.866,0.005
118,Senate,42300,41,0,AL,200,,,"BRITT, Katie Elizabeth",B001319,1982.0,,0.565,0.69,-42.39845,0.93188,601,16,,0.565,0.69
118,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957.0,,0.207,-0.317,-96.95042,0.85459,617,44,,0.174,-0.322
118,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964.0,,0.495,0.099,-165.62095,0.75983,603,72,,0.53,0.215
118,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964.0,,-0.218,0.248,-30.59069,0.95124,612,11,,-0.307,0.112
118,Senate,91300,61,0,AZ,328,,,"SINEMA, Kyrsten",S001191,1976.0,,-0.197,0.4,-60.89766,0.89816,567,19,,-0.197,0.4
118,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950.0,,0.428,0.336,-69.77101,0.89469,627,23,,0.441,0.396
118,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977.0,,0.584,0.178,-63.75173,0.9003,607,26,,0.515,0.298
118,Senate,42104,71,0,CA,100,,,"PADILLA, Alejandro (Alex)",P000145,1973.0,,-0.361,-0.346,-21.76294,0.96484,608,7,,-0.304,-0.332
118,Senate,42305,71,0,CA,100,,,"BUTLER, Laphonza Romanique",B001320,1979.0,,-0.447,-0.073,-15.76477,0.95988,385,7,,-0.447,-0.073
118,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933.0,2023.0,-0.268,-0.184,-4.04146,0.96661,119,1,,-0.432,0.037
118,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964.0,,-0.232,-0.159,-29.9313,0.95382,633,7,,-0.364,0.17
118,Senate,42101,62,0,CO,100,,,"HICKENLOOPER, John Wright",H000273,1952.0,,-0.245,-0.04,-21.36925,0.96633,624,5,,-0.268,0.045
118,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973.0,,-0.272,-0.211,-44.48273,0.93214,633,18,,-0.477,-0.266
118,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.436,-0.154,-16.03313,0.97499,633,5,,-0.43,0.02
118,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947.0,,-0.179,-0.223,-25.49883,0.96052,633,6,,-0.319,-0.038
118,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963.0,,-0.233,-0.217,-14.6279,0.97615,606,5,,-0.312,-0.245
118,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.185,-87.59782,0.85638,565,41,,0.639,-0.24
118,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.716,-0.019,-82.98746,0.86858,589,34,,0.817,-0.238
118,Senate,42103,44,0,GA,100,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987.0,,-0.424,0.408,-23.80414,0.96275,627,8,,-0.361,0.247
118,Senate,42105,44,0,GA,100,,,"WARNOCK, Raphael Gamaliel",W000790,1969.0,,-0.425,0.35,-11.85048,0.98073,609,1,,-0.431,0.117
118,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947.0,,-0.513,-0.091,-26.20673,0.95957,635,13,,-0.579,-0.067
118,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.445,-0.09,-13.40102,0.97882,626,3,,-0.445,0.093
118,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951.0,,0.503,0.294,-92.25639,0.85813,603,44,,0.522,0.387
118,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943.0,,0.547,0.396,-79.89252,0.86943,571,36,,0.523,0.413
118,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.348,-0.305,-20.50927,0.96589,591,12,,-0.422,-0.262
118,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.336,0.092,-13.57868,0.97864,629,4,,-0.374,-0.027
118,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972.0,,0.438,-0.025,-124.03271,0.82103,629,50,,0.349,0.139
118,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954.0,,0.8,0.6,-94.9502,0.84327,557,45,,0.817,0.251
118,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.361,-0.035,-152.04893,0.78617,632,68,,0.447,-0.098
118,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970.0,,0.536,-0.029,-102.78785,0.84256,600,43,,0.512,0.104
118,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.606,0.142,-120.2356,0.81841,600,67,,0.701,-0.072
118,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954.0,,0.414,0.218,-90.74568,0.85586,583,48,,0.386,0.196
118,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.404,0.025,-92.94359,0.85716,603,40,,0.377,0.102
118,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963.0,,0.891,-0.454,-120.05794,0.82161,611,58,,0.904,-0.427
118,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957.0,,0.465,-0.052,-142.44844,0.78772,597,63,,0.458,-0.005
118,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951.0,,0.56,-0.155,-165.94344,0.76148,609,83,,0.541,-0.321
118,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.165,-0.19,-35.45453,0.94459,622,14,,-0.239,0.116
118,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.119,-0.525,-72.49954,0.89242,637,34,,0.153,-0.446
118,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.32,-0.225,-32.32246,0.94912,619,11,,-0.452,-0.086
118,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.393,-0.211,-30.87656,0.95127,618,20,,-0.552,-0.155
118,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946.0,,-0.515,-0.467,-38.92322,0.93886,617,19,,-0.663,-0.749
118,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.747,-0.348,-25.70051,0.96015,632,12,,-0.701,-0.461
118,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.247,-0.182,-19.60467,0.96955,634,6,,-0.255,-0.086
118,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.343,-0.016,-14.90687,0.97621,619,5,,-0.323,-0.092
118,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.283,-0.348,-23.66968,0.96289,626,9,,-0.244,-0.121
118,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.399,-0.062,-13.8554,0.97794,621,4,,-0.425,-0.05
118,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.376,0.345,-80.58756,0.87921,626,33,,0.381,0.317
118,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.451,0.332,-81.67674,0.87544,614,38,,0.474,0.254
118,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.803,-0.257,-83.39084,0.86757,587,42,,0.96,-0.279
118,Senate,42303,34,0,MO,200,,,"SCHMITT, Eric Stephen",S001227,1975.0,,0.969,-0.027,-49.89066,0.92134,609,26,,0.969,-0.027
118,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.591,-0.036,-86.65299,0.86552,600,46,,0.628,-0.042
118,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956.0,,-0.213,0.153,-69.23015,0.89321,613,33,,-0.176,0.116
118,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.464,0.321,-57.28592,0.91348,633,13,,0.48,0.451
118,Senate,42302,35,0,NE,200,,,"RICKETTS, John Peter (Pete)",R000618,1964.0,,0.438,0.519,-87.42,0.86769,616,32,,0.438,0.519
118,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.286,0.31,-35.24651,0.94601,635,14,,-0.31,0.429
118,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.358,0.31,-16.01669,0.97482,628,5,,-0.311,0.106
118,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.24,-0.127,-20.32908,0.96733,612,7,,-0.367,0.211
118,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958.0,,-0.235,0.024,-14.65508,0.97704,631,3,,-0.28,0.077
118,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954.0,,-0.366,-0.126,-46.0427,0.90706,472,17,,-0.268,-0.275
118,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.566,-0.291,-34.19417,0.94505,605,17,,-0.38,-0.495
118,Senate,42306,12,0,NJ,100,,,"HELMY, George S.",H001097,1979.0,,-0.347,-0.308,-1.84882,0.97873,86,1,,-0.347,-0.308
118,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.332,-0.024,-23.3204,0.96372,631,10,,-0.428,0.002
118,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.37,0.014,-24.81263,0.96144,631,12,,-0.435,0.008
118,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.353,-0.418,-50.81248,0.92298,634,16,,-0.203,-0.437
118,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.465,-0.39,-28.72149,0.9553,628,13,,-0.325,-0.118
118,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.633,-0.072,-75.22827,0.88556,619,38,,0.623,-0.037
118,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.387,-0.102,-125.95965,0.80297,574,65,,0.345,-0.084
118,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.396,0.376,-102.09951,0.83521,567,44,,0.398,0.316
118,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.398,0.457,-95.47554,0.85577,613,44,,0.473,0.485
118,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952.0,,-0.425,-0.097,-62.07206,0.90574,627,23,,-0.233,0.01
118,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984.0,,0.849,-0.528,-76.36456,0.86068,509,38,,0.849,-0.528
118,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.593,0.142,-106.24628,0.84526,632,39,,0.541,0.118
118,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.535,0.24,-87.75979,0.86393,600,35,,0.49,0.396
118,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.33,-0.484,-33.44704,0.94829,630,16,,-0.349,-0.699
118,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.447,-0.739,-48.4887,0.92477,620,20,,-0.533,-0.707
118,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.166,-15.57377,0.97515,619,4,,-0.284,0.023
118,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.312,0.012,-19.57892,0.96145,498,5,,-0.312,0.012
118,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.367,-0.172,-16.6274,0.97424,637,5,,-0.365,-0.129
118,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.355,-0.086,-15.56959,0.97532,623,3,,-0.383,-0.08
118,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.635,0.002,-52.33984,0.90061,500,13,,0.679,0.071
118,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.366,-0.283,-200.71945,0.71686,603,111,,0.316,-0.349
118,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.433,0.229,-82.49564,0.87853,637,34,,0.43,0.477
118,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.348,0.088,-121.76297,0.81743,604,53,,0.29,0.192
118,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.141,-54.5459,0.91226,594,22,,0.697,0.036
118,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.684,-0.106,-63.60596,0.89116,552,23,,0.668,-0.018
118,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.47,-0.066,-101.01424,0.8501,622,42,,0.435,0.06
118,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.784,-0.193,-69.43347,0.88754,582,39,,0.71,-0.09
118,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-75.53809,0.88226,603,50,,0.879,-0.478
118,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.283,0.304,-94.95063,0.84606,568,45,,0.259,0.351
118,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.411,-0.379,-33.91596,0.94734,627,20,,-0.524,-0.599
118,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.543,-0.419,-119.6585,0.81153,573,45,,-0.782,-0.624
118,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.207,-0.051,-29.45565,0.95353,619,9,,-0.356,0.13
118,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.249,-0.066,-50.87479,0.92277,633,18,,-0.443,0.114
118,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.305,-0.409,-18.86069,0.97051,630,5,,-0.331,-0.307
118,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.352,-0.305,-15.27532,0.97586,625,4,,-0.308,-0.301
118,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.281,0.143,-109.32342,0.83568,609,36,,0.323,0.289
118,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-69.44833,0.86209,468,17,,-0.034,0.32
118,Senate,90915,56,0,WV,328,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.066,-0.769,-5.9369,0.93404,87,1,,-0.062,-0.762
118,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.491,-0.137,-35.08885,0.94591,631,16,,-0.32,-0.338
118,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.639,-0.139,-79.34379,0.87969,619,33,,0.696,-0.054
118,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.684,-0.33,-90.55999,0.8614,607,49,,0.641,-0.169
118,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.538,0.201,-50.58873,0.9083,526,17,,0.551,0.108
